Time,Altitude
8:00:00,0
8:00:15,76.25
8:00:30,152.5
8:00:45,228.75
8:01:00,305
8:01:15,381.25
8:01:30,457.5
8:01:45,533.75
8:02:00,610
8:02:15,686.25
8:02:30,762.5
8:02:45,838.75
8:03:00,915
8:03:15,991.25
8:03:30,1067.5
8:03:45,1143.75
8:04:00,1220
8:04:15,1296.25
8:04:30,1372.5
8:04:45,1448.75
8:05:00,1525
8:05:15,1601.25
8:05:30,1677.5
8:05:45,1753.75
8:06:00,1830
8:06:15,1906.25
8:06:30,1982.5
8:06:45,2058.75
8:07:00,2135
8:07:15,2211.25
8:07:30,2287.5
8:07:45,2363.75
8:08:00,2440
8:08:15,2516.25
8:08:30,2592.5
8:08:45,2668.75
8:09:00,2745
8:09:15,2821.25
8:09:30,2897.5
8:09:45,2973.75
8:10:00,3050
8:10:15,3126.25
8:10:30,3202.5
8:10:45,3278.75
8:11:00,3355
8:11:15,3431.25
8:11:30,3507.5
8:11:45,3583.75
8:12:00,3660
8:12:15,3736.25
8:12:30,3812.5
8:12:45,3888.75
8:13:00,3965
8:13:15,4041.25
8:13:30,4117.5
8:13:45,4193.75
8:14:00,4270
8:14:15,4346.25
8:14:30,4422.5
8:14:45,4498.75
8:15:00,4575
8:15:15,4651.25
8:15:30,4727.5
8:15:45,4803.75
8:16:00,4880
8:16:15,4956.25
8:16:30,5032.5
8:16:45,5108.75
8:17:00,5185
8:17:15,5261.25
8:17:30,5337.5
8:17:45,5413.75
8:18:00,5490
8:18:15,5566.25
8:18:30,5642.5
8:18:45,5718.75
8:19:00,5795
8:19:15,5871.25
8:19:30,5947.5
8:19:45,6023.75
8:20:00,6100
8:20:15,6176.25
8:20:30,6252.5
8:20:45,6328.75
8:21:00,6405
8:21:15,6481.25
8:21:30,6557.5
8:21:45,6633.75
8:22:00,6710
8:22:15,6786.25
8:22:30,6862.5
8:22:45,6938.75
8:23:00,7015
8:23:15,7091.25
8:23:30,7167.5
8:23:45,7243.75
8:24:00,7320
8:24:15,7396.25
8:24:30,7472.5
8:24:45,7548.75
8:25:00,7625
8:25:15,7701.25
8:25:30,7777.5
8:25:45,7853.75
8:26:00,7930
8:26:15,8006.25
8:26:30,8082.5
8:26:45,8158.75
8:27:00,8235
8:27:15,8311.25
8:27:30,8387.5
8:27:45,8463.75
8:28:00,8540
8:28:15,8616.25
8:28:30,8692.5
8:28:45,8768.75
8:29:00,8845
8:29:15,8921.25
8:29:30,8997.5
8:29:45,9073.75
8:30:00,9150
8:30:15,9226.25
8:30:30,9302.5
8:30:45,9378.75
8:31:00,9455
8:31:15,9531.25
8:31:30,9607.5
8:31:45,9683.75
8:32:00,9760
8:32:15,9836.25
8:32:30,9912.5
8:32:45,9988.75
8:33:00,10065
8:33:15,10141.25
8:33:30,10217.5
8:33:45,10293.75
8:34:00,10370
8:34:15,10446.25
8:34:30,10522.5
8:34:45,10598.75
8:35:00,10675
8:35:15,10751.25
8:35:30,10827.5
8:35:45,10903.75
8:36:00,10980
8:36:15,11056.25
8:36:30,11132.5
8:36:45,11208.75
8:37:00,11285
8:37:15,11361.25
8:37:30,11437.5
8:37:45,11513.75
8:38:00,11590
8:38:15,11666.25
8:38:30,11742.5
8:38:45,11818.75
8:39:00,11895
8:39:15,11971.25
8:39:30,12047.5
8:39:45,12123.75
8:40:00,12200
8:40:15,12276.25
8:40:30,12352.5
8:40:45,12428.75
8:41:00,12505
8:41:15,12581.25
8:41:30,12657.5
8:41:45,12733.75
8:42:00,12810
8:42:15,12886.25
8:42:30,12962.5
8:42:45,13038.75
8:43:00,13115
8:43:15,13191.25
8:43:30,13267.5
8:43:45,13343.75
8:44:00,13420
8:44:15,13496.25
8:44:30,13572.5
8:44:45,13648.75
8:45:00,13725
8:45:15,13801.25
8:45:30,13877.5
8:45:45,13953.75
8:46:00,14030
8:46:15,14106.25
8:46:30,14182.5
8:46:45,14258.75
8:47:00,14335
8:47:15,14411.25
8:47:30,14487.5
8:47:45,14563.75
8:48:00,14640
8:48:15,14716.25
8:48:30,14792.5
8:48:45,14868.75
8:49:00,14945
8:49:15,15021.25
8:49:30,15097.5
8:49:45,15173.75
8:50:00,15250
8:50:15,15326.25
8:50:30,15402.5
8:50:45,15478.75
8:51:00,15555
8:51:15,15631.25
8:51:30,15707.5
8:51:45,15783.75
8:52:00,15860
8:52:15,15936.25
8:52:30,16012.5
8:52:45,16088.75
8:53:00,16165
8:53:15,16241.25
8:53:30,16317.5
8:53:45,16393.75
8:54:00,16470
8:54:15,16546.25
8:54:30,16622.5
8:54:45,16698.75
8:55:00,16775
8:55:15,16851.25
8:55:30,16927.5
8:55:45,17003.75
8:56:00,17080
8:56:15,17156.25
8:56:30,17232.5
8:56:45,17308.75
8:57:00,17385
8:57:15,17461.25
8:57:30,17537.5
8:57:45,17613.75
8:58:00,17690
8:58:15,17766.25
8:58:30,17842.5
8:58:45,17918.75
8:59:00,17995
8:59:15,18071.25
8:59:30,18147.5
8:59:45,18223.75
9:00:00,18300
9:00:15,18376.25
9:00:30,18452.5
9:00:45,18528.75
9:01:00,18605
9:01:15,18681.25
9:01:30,18757.5
9:01:45,18833.75
9:02:00,18910
9:02:15,18986.25
9:02:30,19062.5
9:02:45,19138.75
9:03:00,19215
9:03:15,19291.25
9:03:30,19367.5
9:03:45,19443.75
9:04:00,19520
9:04:15,19596.25
9:04:30,19672.5
9:04:45,19748.75
9:05:00,19825
9:05:15,19901.25
9:05:30,19977.5
9:05:45,20053.75
9:06:00,20130
9:06:15,20206.25
9:06:30,20282.5
9:06:45,20358.75
9:07:00,20435
9:07:15,20511.25
9:07:30,20587.5
9:07:45,20663.75
9:08:00,20740
9:08:15,20816.25
9:08:30,20892.5
9:08:45,20968.75
9:09:00,21045
9:09:15,21121.25
9:09:30,21197.5
9:09:45,21273.75
9:10:00,21350
9:10:15,21426.25
9:10:30,21502.5
9:10:45,21578.75
9:11:00,21655
9:11:15,21731.25
9:11:30,21807.5
9:11:45,21883.75
9:12:00,21960
9:12:15,22036.25
9:12:30,22112.5
9:12:45,22188.75
9:13:00,22265
9:13:15,22341.25
9:13:30,22417.5
9:13:45,22493.75
9:14:00,22570
9:14:15,22646.25
9:14:30,22722.5
9:14:45,22798.75
9:15:00,22875
9:15:15,22951.25
9:15:30,23027.5
9:15:45,23103.75
9:16:00,23180
9:16:15,23256.25
9:16:30,23332.5
9:16:45,23408.75
9:17:00,23485
9:17:15,23561.25
9:17:30,23637.5
9:17:45,23713.75
9:18:00,23790
9:18:15,23866.25
9:18:30,23942.5
9:18:45,24018.75
9:19:00,24095
9:19:15,24171.25
9:19:30,24247.5
9:19:45,24323.75
9:20:00,24400
9:20:15,24476.25
9:20:30,24552.5
9:20:45,24628.75
9:21:00,24705
9:21:15,24781.25
9:21:30,24857.5
9:21:45,24933.75
9:22:00,25010
9:22:15,25086.25
9:22:30,25162.5
9:22:45,25238.75
9:23:00,25315
9:23:15,25391.25
9:23:30,25467.5
9:23:45,25543.75
9:24:00,25620
9:24:15,25696.25
9:24:30,25772.5
9:24:45,25848.75
9:25:00,25925
9:25:15,26001.25
9:25:30,26077.5
9:25:45,26153.75
9:26:00,26230
9:26:15,26306.25
9:26:30,26382.5
9:26:45,26458.75
9:27:00,26535
9:27:15,26611.25
9:27:30,26687.5
9:27:45,26763.75
9:28:00,26840
9:28:15,26916.25
9:28:30,26992.5
9:28:45,27068.75
9:29:00,27145
9:29:15,27221.25
9:29:30,27297.5
9:29:45,27373.75
9:30:00,27450
9:30:15,27526.25
9:30:30,27602.5
9:30:45,27678.75
9:31:00,27755
9:31:15,27831.25
9:31:30,27907.5
9:31:45,27983.75
9:32:00,28060
9:32:15,28136.25
9:32:30,28212.5
9:32:45,28288.75
9:33:00,28365
9:33:15,28441.25
9:33:30,28517.5
9:33:45,28593.75
9:34:00,28670
9:34:15,28746.25
9:34:30,28822.5
9:34:45,28898.75
9:35:00,28975
9:35:15,29051.25
9:35:30,29127.5
9:35:45,29203.75
9:36:00,29280
9:36:15,29356.25
9:36:30,29432.5
9:36:45,29508.75
9:37:00,29585
9:37:15,29661.25
9:37:30,29737.5
9:37:45,29813.75
9:38:00,29890
9:38:15,29966.25
9:38:30,30042.5
9:38:45,30118.75
9:39:00,30195
9:39:15,30271.25
9:39:30,30347.5
9:39:45,30423.75
9:40:00,30500
9:40:15,30576.25
9:40:30,30652.5
9:40:45,30728.75
9:41:00,30805
9:41:15,30881.25
9:41:30,30957.5
9:41:45,31033.75
9:42:00,31110
9:42:15,31186.25
9:42:30,31262.5
9:42:45,31338.75
9:43:00,31415
9:43:15,31491.25
9:43:30,31567.5
9:43:45,31643.75
9:44:00,31720
9:44:15,31796.25
9:44:30,31872.5
9:44:45,31948.75
9:45:00,32025
9:45:15,31950
9:45:30,31875
9:45:45,31800
9:46:00,31725
9:46:15,31650
9:46:30,31575
9:46:45,31500
9:47:00,31425
9:47:15,31350
9:47:30,31275
9:47:45,31200
9:48:00,31125
9:48:15,31050
9:48:30,30975
9:48:45,30900
9:49:00,30825
9:49:15,30750
9:49:30,30675
9:49:45,30600
9:50:00,30525
9:50:15,30450
9:50:30,30375
9:50:45,30300
9:51:00,30225
9:51:15,30150
9:51:30,30075
9:51:45,30000
9:52:00,29925
9:52:15,29850
9:52:30,29775
9:52:45,29700
9:53:00,29625
9:53:15,29550
9:53:30,29475
9:53:45,29400
9:54:00,29325
9:54:15,29250
9:54:30,29175
9:54:45,29100
9:55:00,29025
9:55:15,28950
9:55:30,28875
9:55:45,28800
9:56:00,28725
9:56:15,28650
9:56:30,28575
9:56:45,28500
9:57:00,28425
9:57:15,28350
9:57:30,28275
9:57:45,28200
9:58:00,28125
9:58:15,28050
9:58:30,27975
9:58:45,27900
9:59:00,27825
9:59:15,27750
9:59:30,27675
9:59:45,27600
10:00:00,27525
10:00:15,27450
10:00:30,27375
10:00:45,27300
10:01:00,27225
10:01:15,27150
10:01:30,27075
10:01:45,27000
10:02:00,26925
10:02:15,26850
10:02:30,26775
10:02:45,26700
10:03:00,26625
10:03:15,26550
10:03:30,26475
10:03:45,26400
10:04:00,26325
10:04:15,26250
10:04:30,26175
10:04:45,26100
10:05:00,26025
10:05:15,25950
10:05:30,25875
10:05:45,25800
10:06:00,25725
10:06:15,25650
10:06:30,25575
10:06:45,25500
10:07:00,25425
10:07:15,25350
10:07:30,25275
10:07:45,25200
10:08:00,25125
10:08:15,25050
10:08:30,24975
10:08:45,24900
10:09:00,24825
10:09:15,24750
10:09:30,24675
10:09:45,24600
10:10:00,24525
10:10:15,24450
10:10:30,24375
10:10:45,24300
10:11:00,24225
10:11:15,24150
10:11:30,24075
10:11:45,24000
10:12:00,23925
10:12:15,23850
10:12:30,23775
10:12:45,23700
10:13:00,23625
10:13:15,23550
10:13:30,23475
10:13:45,23400
10:14:00,23325
10:14:15,23250
10:14:30,23175
10:14:45,23100
10:15:00,23025
10:15:15,22950
10:15:30,22875
10:15:45,22800
10:16:00,22725
10:16:15,22650
10:16:30,22575
10:16:45,22500
10:17:00,22425
10:17:15,22350
10:17:30,22275
10:17:45,22200
10:18:00,22125
10:18:15,22050
10:18:30,21975
10:18:45,21900
10:19:00,21825
10:19:15,21750
10:19:30,21675
10:19:45,21600
10:20:00,21525
10:20:15,21450
10:20:30,21375
10:20:45,21300
10:21:00,21225
10:21:15,21150
10:21:30,21075
10:21:45,21000
10:22:00,20925
10:22:15,20850
10:22:30,20775
10:22:45,20700
10:23:00,20625
10:23:15,20550
10:23:30,20475
10:23:45,20400
10:24:00,20325
10:24:15,20250
10:24:30,20175
10:24:45,20100
10:25:00,20025
10:25:15,19950
10:25:30,19875
10:25:45,19800
10:26:00,19725
10:26:15,19650
10:26:30,19575
10:26:45,19500
10:27:00,19425
10:27:15,19350
10:27:30,19275
10:27:45,19200
10:28:00,19125
10:28:15,19050
10:28:30,18975
10:28:45,18900
10:29:00,18825
10:29:15,18750
10:29:30,18675
10:29:45,18600
10:30:00,18525
10:30:15,18450
10:30:30,18375
10:30:45,18300
10:31:00,18225
10:31:15,18150
10:31:30,18075
10:31:45,18000
10:32:00,17925
10:32:15,17850
10:32:30,17775
10:32:45,17700
10:33:00,17625
10:33:15,17550
10:33:30,17475
10:33:45,17400
10:34:00,17325
10:34:15,17250
10:34:30,17175
10:34:45,17100
10:35:00,17025
10:35:15,16950
10:35:30,16875
10:35:45,16800
10:36:00,16725
10:36:15,16650
10:36:30,16575
10:36:45,16500
10:37:00,16425
10:37:15,16350
10:37:30,16275
10:37:45,16200
10:38:00,16125
10:38:15,16050
10:38:30,15975
10:38:45,15900
10:39:00,15825
10:39:15,15750
10:39:30,15675
10:39:45,15600
10:40:00,15525
10:40:15,15450
10:40:30,15375
10:40:45,15300
10:41:00,15225
10:41:15,15150
10:41:30,15075
10:41:45,15000
10:42:00,14925
10:42:15,14850
10:42:30,14775
10:42:45,14700
10:43:00,14625
10:43:15,14550
10:43:30,14475
10:43:45,14400
10:44:00,14325
10:44:15,14250
10:44:30,14175
10:44:45,14100
10:45:00,14025
10:45:15,13950
10:45:30,13875
10:45:45,13800
10:46:00,13725
10:46:15,13650
10:46:30,13575
10:46:45,13500
10:47:00,13425
10:47:15,13350
10:47:30,13275
10:47:45,13200
10:48:00,13125
10:48:15,13050
10:48:30,12975
10:48:45,12900
10:49:00,12825
10:49:15,12750
10:49:30,12675
10:49:45,12600
10:50:00,12525
10:50:15,12450
10:50:30,12375
10:50:45,12300
10:51:00,12225
10:51:15,12150
10:51:30,12075
10:51:45,12000
10:52:00,11925
10:52:15,11850
10:52:30,11775
10:52:45,11700
10:53:00,11625
10:53:15,11550
10:53:30,11475
10:53:45,11400
10:54:00,11325
10:54:15,11250
10:54:30,11175
10:54:45,11100
10:55:00,11025
10:55:15,10950
10:55:30,10875
10:55:45,10800
10:56:00,10725
10:56:15,10650
10:56:30,10575
10:56:45,10500
10:57:00,10425
10:57:15,10350
10:57:30,10275
10:57:45,10200
10:58:00,10125
10:58:15,10050
10:58:30,9975
10:58:45,9900
10:59:00,9825
10:59:15,9750
10:59:30,9675
10:59:45,9600
11:00:00,9525
11:00:15,9450
11:00:30,9375
11:00:45,9300
11:01:00,9225
11:01:15,9150
11:01:30,9075
11:01:45,9000
11:02:00,8925
11:02:15,8850
11:02:30,8775
11:02:45,8700
11:03:00,8625
11:03:15,8550
11:03:30,8475
11:03:45,8400
11:04:00,8325
11:04:15,8250
11:04:30,8175
11:04:45,8100
11:05:00,8025
11:05:15,7950
11:05:30,7875
11:05:45,7800
11:06:00,7725
11:06:15,7650
11:06:30,7575
11:06:45,7500
11:07:00,7425
11:07:15,7350
11:07:30,7275
11:07:45,7200
11:08:00,7125
11:08:15,7050
11:08:30,6975
11:08:45,6900
11:09:00,6825
11:09:15,6750
11:09:30,6675
11:09:45,6600
11:10:00,6525
11:10:15,6450
11:10:30,6375
11:10:45,6300
11:11:00,6225
11:11:15,6150
11:11:30,6075
11:11:45,6000
11:12:00,5925
11:12:15,5850
11:12:30,5775
11:12:45,5700
11:13:00,5625
11:13:15,5550
11:13:30,5475
11:13:45,5400
11:14:00,5325
11:14:15,5250
11:14:30,5175
11:14:45,5100
11:15:00,5025
11:15:15,4950
11:15:30,4875
11:15:45,4800
11:16:00,4725
11:16:15,4650
11:16:30,4575
11:16:45,4500
11:17:00,4425
11:17:15,4350
11:17:30,4275
11:17:45,4200
11:18:00,4125
11:18:15,4050
11:18:30,3975
11:18:45,3900
11:19:00,3825
11:19:15,3750
11:19:30,3675
11:19:45,3600
11:20:00,3525
11:20:15,3450
11:20:30,3375
11:20:45,3300
11:21:00,3225
11:21:15,3150
11:21:30,3075
11:21:45,3000
11:22:00,2925
11:22:15,2850
11:22:30,2775
11:22:45,2700
11:23:00,2625
11:23:15,2550
11:23:30,2475
11:23:45,2400
11:24:00,2325
11:24:15,2250
11:24:30,2175
11:24:45,2100
11:25:00,2025
11:25:15,1950
11:25:30,1875
11:25:45,1800
11:26:00,1725
11:26:15,1650
11:26:30,1575
11:26:45,1500
11:27:00,1425
11:27:15,1350
11:27:30,1275
11:27:45,1200
11:28:00,1125
11:28:15,1050
11:28:30,975
11:28:45,900
11:29:00,825
11:29:15,750
11:29:30,675
11:29:45,600
11:30:00,525
11:30:15,450
11:30:30,375
11:30:45,300
11:31:00,225
11:31:15,150
11:31:30,75
11:31:45,0